2014/07/14 00:36:20 - 16583 - ajx.login.php - SQL: ERROR: 1054 - Unknown column 'usuarios.idUsuario' in 'field list' - sql: SELECT usuarios.idUsuario AS 'id'
FROM usuarios 
WHERE usuarios.usuario = 'd'
AND usuarios.password = MD5('1')
LIMIT 1
2014/07/14 00:36:27 - 23391 - ajx.login.php - SQL: ERROR: 1054 - Unknown column 'usuarios.idUsuario' in 'field list' - sql: SELECT usuarios.idUsuario AS 'id'
FROM usuarios 
WHERE usuarios.usuario = 'admin'
AND usuarios.password = MD5('admin')
LIMIT 1
2014/07/14 00:49:43 - 6715 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:39:43 - 19247 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:41:14 - 15173 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:43:23 - 26273 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:45:40 - 17642 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:46:25 - 25031 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:46:54 - 22629 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:48:10 - 30155 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:49:29 - 23577 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:50:11 - 15346 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:50:44 - 15008 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:52:43 - 15162 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:53:48 - 19247 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:54:05 - 26273 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 14:56:10 - 27013 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:02:22 - 26273 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:02:47 - 23659 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:48:04 - 25806 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:54:11 - 24418 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:55:10 - 27006 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 15:58:24 - 24493 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:00:54 - 20856 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:08:29 - 15770 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:23:28 - 30574 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:26:12 - 24423 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:29:56 - 20856 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 16:38:26 - 15789 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 17:03:55 - 30574 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 17:07:27 - 26108 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 17:09:30 - 1874 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 17:14:11 - 27780 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 17:33:45 - 12061 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '186.23.30.68')
2014/07/22 20:18:01 - 20110 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:19:38 - 18323 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:20:40 - 20110 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:32:20 - 27583 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:33:20 - 27579 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:42:57 - 27585 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:44:25 - 7252 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:45:49 - 10648 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:47:09 - 7258 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:50:31 - 10640 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:51:25 - 27583 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:53:42 - 26282 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:54:41 - 16656 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:56:58 - 10639 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 20:57:26 - 16563 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 21:01:06 - 16636 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 21:01:52 - 28803 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 21:20:05 - 10650 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 21:21:46 - 10650 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
2014/07/22 21:32:56 - 6239 - ajx.login.php - SQL: ERROR: 1146 - Table 'brasil_ithealth_com_ar_testAriel.log_ingresos' doesn't exist - sql: INSERT INTO log_ingresos (id_usuario, fecha_ingreso, remote_addr) VALUES ('5', NOW(), '190.194.61.105')
